pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch128_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch64_dropout0.2_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.4_lr10.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr5.0
L__ADJ_ADJ_NOUN	30	5	plur	рынка	wrong	generated	Сети как предложению математического поглощения , как настоящему опросу турбины индустриализации ( и даже более - взросления как разгона ) , <unk> Алексеем с сырой стабильности подозреваемого сложных механических , городских и чеченских	0	True	3285	6	33	Сети как предложению математического поглощения , как настоящему опросу турбины индустриализации ( и даже более - взросления как разгона ) , трактуемому Алексеем с сырой стабильности подозреваемого сложных механических , городских и чеченских экземпляров . <eos>	-12.3753	-14.0055	-16.076	-12.9747	-11.5059	-11.5669	-12.8315	-12.2092	-12.5658	-13.8249	-11.4381	-11.6929	-11.3054	-7.82003	-9.8414	-15.4555	-9.1617	-13.0137	-12.017	-9.13371	-9.85263	-14.999	-10.1379	-9.99497	-12.9202	-16.4318	-11.4159	-9.09863	-18.9363	-11.1097	-7.91229	-11.7352	-10.0918	-9.80637	-10.0962	-11.0193	-17.6623	-12.6732	-16.7735	-16.0931	-16.106	-11.9803	-14.3841	-12.1922	-15.2246	-11.4479	-13.0638	-13.6237	-12.1684	-11.0248	-10.6267	-13.5574	-19.8588	-13.4923	-19.6829	-12.3249	-12.5373	-13.3308	-16.1228	-15.3942	-12.6303	-11.6549	-11.0266	-12.176	-10.921	-10.7565	-10.5499	-9.69687
L__ADJ_DET_NOUN	9	6	sing	точкой	correct	generated	В Индии , Венгрии , Перми , призывает Мастер , занимались развитые нагрузки долины , но с привлекательной и той же	0	True	931	4	21	В Индии , Венгрии , Перми , призывает Мастер , занимались развитые нагрузки долины , но с привлекательной и той же мыслью - вступить сообществу приспособления символическую ошибку и парламентскую законность . <eos>	-7.8552	-7.46259	-7.1739	-8.23634	-6.92094	-8.20607	-6.65458	-7.143	-5.4204	-6.74441	-7.29633	-6.81335	-4.77812	-6.19621	-9.0898	-7.47462	-9.25333	-6.85919	-6.12624	-5.81402	-9.53474	-6.82086	-7.65367	-4.78712	-6.92903	-8.60828	-6.40185	-6.91988	-9.49579	-7.72579	-6.64171	-8.29315	-6.99778	-7.39112	-8.69767	-7.19232	-9.90914	-10.7301	-8.40268	-5.7249	-7.82163	-8.64745	-11.4866	-9.50474	-7.25941	-7.55256	-8.19308	-9.15005	-8.13089	-6.81325	-7.95496	-7.38205	-10.3363	-7.50598	-8.25043	-4.79232	-10.9518	-7.05915	-8.56544	-9.78421	-9.85556	-6.48511	-8.24548	-8.85118	-8.78826	-6.42305	-7.29498	-6.93255
L__ADJ_DET_NOUN	9	6	sing	точками	wrong	generated	В Индии , Венгрии , Перми , призывает Мастер , занимались развитые нагрузки долины , но с привлекательной и той же	0	True	361	4	21	В Индии , Венгрии , Перми , призывает Мастер , занимались развитые нагрузки долины , но с привлекательной и той же мыслью - вступить сообществу приспособления символическую ошибку и парламентскую законность . <eos>	-13.3551	-11.3806	-9.39459	-12.5371	-12.5344	-11.8916	-11.6427	-10.4718	-13.0359	-10.4692	-12.141	-11.3173	-10.9335	-12.1985	-13.4043	-11.1834	-11.232	-12.4475	-9.65049	-12.1856	-13.0362	-11.8869	-11.1862	-11.0692	-11.289	-14.5112	-10.2551	-12.7017	-13.2925	-11.5256	-12.197	-11.9725	-13.3356	-12.0276	-11.1897	-12.7102	-14.26	-12.6787	-12.9982	-10.9659	-16.1569	-13.4712	-17.7346	-14.0077	-14.1808	-12.2997	-12.945	-14.166	-12.5943	-11.8784	-12.5554	-14.4743	-15.4483	-11.8761	-12.6726	-13.2752	-13.5979	-12.2084	-13.5859	-16.1217	-11.3802	-11.3233	-12.6684	-14.2484	-14.1351	-10.4936	-12.4275	-12.9096
L__VERB_NOUN_ADJ_NOUN	1	2	sing	штата	correct	generated	"Врачи подчеркивают , что "" командование дач "" , удачным жаль послать Российскую комнату , приобретает отличным новым увлечением из-за представленного в моде должного"	0	True	5463	4	24	"Врачи подчеркивают , что "" командование дач "" , удачным жаль послать Российскую комнату , приобретает отличным новым увлечением из-за представленного в моде должного рта или пыток отсеков . <eos>"	-11.7401	-13.6747	-14.6014	-11.3734	-12.6203	-12.2508	-14.3731	-12.8815	-13.5147	-11.9303	-12.1347	-11.2033	-13.5078	-11.8912	-10.679	-13.0168	-13.9442	-12.3058	-12.7523	-12.4285	-11.624	-14.1488	-11.479	-9.70716	-11.5132	-10.6667	-11.0851	-10.6189	-11.5876	-12.3286	-11.4542	-13.5159	-12.2377	-13.0781	-11.9124	-12.0695	-13.1231	-11.8349	-13.5927	-11.0764	-14.7293	-12.5262	-12.9498	-13.993	-10.6821	-12.1507	-10.1181	-10.9665	-10.5658	-12.6144	-11.2457	-11.4593	-14.0803	-14.5025	-14.5157	-12.395	-13.0991	-10.7079	-11.0618	-11.712	-10.6083	-11.4605	-8.71622	-10.9236	-12.1694	-11.8856	-10.9229	-11.7505
L__VERB_NOUN_ADJ_NOUN	1	2	sing	штатов	wrong	generated	"Врачи подчеркивают , что "" командование дач "" , удачным жаль послать Российскую комнату , приобретает отличным новым увлечением из-за представленного в моде должного"	0	True	1597	4	24	"Врачи подчеркивают , что "" командование дач "" , удачным жаль послать Российскую комнату , приобретает отличным новым увлечением из-за представленного в моде должного рта или пыток отсеков . <eos>"	-15.8521	-15.9969	-21.7119	-16.2913	-17.6838	-14.9995	-20.5668	-15.5081	-19.7326	-17.2554	-15.693	-13.5162	-19.1141	-16.0814	-15.017	-17.3947	-15.9149	-17.1369	-17.3167	-17.0235	-17.719	-19.643	-15.4275	-12.3323	-15.4424	-18.1364	-16.2133	-13.3178	-14.2833	-16.1906	-17.9655	-18.912	-14.3766	-15.8743	-18.4981	-14.5106	-19.9514	-16.452	-17.842	-16.9059	-20.6531	-16.1696	-22.0184	-20.5015	-17.7426	-16.6157	-18.34	-17.5534	-17.8598	-16.2669	-17.8276	-16.5834	-20.6464	-16.8507	-14.7644	-22.1961	-16.5715	-18.098	-17.3765	-15.8828	-18.0511	-14.9799	-18.1014	-15.0228	-17.3236	-16.5695	-15.6551	-15.9728
L__ADJ_ADJ_NOUN	31	2	sing	секунду	correct	generated	Мне полагается , что дольше демонстрировать эту вторую и , следовательно , подобную	0	True	788	6	13	Мне полагается , что дольше демонстрировать эту вторую и , следовательно , подобную очередь затруднительно . <eos>	-7.51046	-8.49903	-9.11451	-10.7924	-7.52912	-9.15304	-9.84623	-10.2946	-10.0743	-7.92692	-7.72708	-10.7756	-6.96036	-5.51109	-9.01014	-7.7827	-7.94809	-8.58097	-6.04922	-7.68235	-7.72509	-11.2362	-8.25196	-8.34126	-9.53792	-10.6734	-9.17431	-6.82316	-10.2118	-9.40099	-8.40381	-9.12764	-8.61417	-8.29465	-8.07817	-9.03227	-7.98147	-8.02241	-8.15017	-10.3311	-9.60085	-8.44268	-8.49028	-10.0251	-8.14888	-9.026	-7.93486	-8.72678	-8.18113	-8.01197	-7.09683	-9.21694	-9.75279	-7.16063	-11.5201	-10.0449	-11.3963	-8.3903	-8.69413	-7.81498	-8.93166	-7.30777	-8.60645	-9.41738	-8.72513	-8.43929	-8.86047	-8.36005
L__ADJ_ADJ_NOUN	31	2	sing	секунды	wrong	generated	Мне полагается , что дольше демонстрировать эту вторую и , следовательно , подобную	0	True	1223	6	13	Мне полагается , что дольше демонстрировать эту вторую и , следовательно , подобную очередь затруднительно . <eos>	-12.1928	-11.5168	-10.8408	-16.2091	-10.5232	-13.081	-11.474	-16.2163	-16.6468	-10.3526	-14.4143	-12.8136	-11.0935	-12.9201	-13.337	-14.3234	-13.729	-14.9876	-12.788	-11.358	-15.9357	-14.9263	-15.8641	-14.3816	-11.8858	-16.6156	-13.1253	-12.7793	-9.97258	-13.6445	-11.9405	-14.8549	-13.0149	-12.1036	-11.7457	-12.8965	-14.314	-10.5441	-13.1213	-16.3511	-16.0892	-12.6685	-12.976	-14.4702	-13.0308	-13.5015	-13.8094	-14.5962	-12.3722	-12.7982	-13.925	-14.7422	-12.5918	-13.7009	-17.4871	-12.239	-11.8262	-13.8596	-12.5613	-12.9236	-12.6024	-12.78	-12.0995	-12.3224	-13.9105	-14.9303	-14.6442	-14.5759
L__ADJ_PUNCT_ADJ_NOUN	25	7	sing	губернии	correct	generated	В медицине трех , окружающей такую печать , как освобождение под позицию , переносится , среди доброго , что оно отправляется при иерархии открытия эффективной , подальше пограничной ,	0	True	6615	5	29	В медицине трех , окружающей такую печать , как освобождение под позицию , переносится , среди доброго , что оно отправляется при иерархии открытия эффективной , подальше пограничной , иконы освобождения . <eos>	-11.2927	-11.2559	-13.6495	-15.5574	-10.9072	-10.2934	-12.3019	-20.1749	-10.5424	-14.2822	-11.2074	-11.0768	-16.9873	-14.1308	-11.0324	-10.2099	-12.711	-12.6228	-12.245	-13.6057	-12.1624	-12.8835	-11.8084	-10.0121	-10.5946	-18.3797	-13.2942	-14.4748	-17.3781	-12.2051	-15.0266	-10.0684	-12.7487	-12.7221	-12.5416	-13.0189	-12.988	-14.238	-12.2654	-13.7288	-11.9703	-10.6401	-9.14165	-12.6905	-9.67078	-12.8227	-13.3099	-10.2476	-12.2438	-11.2761	-12.9054	-13.3279	-14.5087	-10.8919	-15.0581	-10.6768	-14.8947	-9.29915	-14.2642	-13.015	-11.9374	-10.8872	-12.4174	-10.1618	-11.379	-10.8011	-11.1851	-11.2255
L__ADJ_PUNCT_ADJ_NOUN	25	7	sing	губерний	wrong	generated	В медицине трех , окружающей такую печать , как освобождение под позицию , переносится , среди доброго , что оно отправляется при иерархии открытия эффективной , подальше пограничной ,	0	True	927	5	29	В медицине трех , окружающей такую печать , как освобождение под позицию , переносится , среди доброго , что оно отправляется при иерархии открытия эффективной , подальше пограничной , иконы освобождения . <eos>	-14.6444	-13.5044	-16.3321	-18.3002	-16.8863	-12.8038	-15.07	-18.5103	-16.722	-19.0333	-14.8768	-11.9478	-18.8639	-15.5152	-12.7926	-11.1365	-13.8522	-14.0107	-15.2217	-15.2277	-16.3605	-16.5557	-12.0361	-11.7889	-13.4148	-15.9928	-16.2092	-16.541	-14.9535	-14.1665	-17.568	-16.4469	-14.0922	-13.3268	-16.1118	-16.6086	-13.2791	-14.3527	-19.4287	-14.4663	-14.7478	-13.3058	-15.9295	-15.3858	-13.4436	-13.671	-16.4951	-12.8746	-15.6931	-12.5909	-15.3832	-14.7256	-19.807	-12.1323	-10.3885	-13.8249	-14.7849	-13.9258	-16.6101	-15.1196	-11.8917	-11.281	-16.3729	-12.8284	-13.5587	-11.5321	-13.4399	-14.7091
L__ADJ_NOUN_ADJ_NOUN	0	9	plur	имен	correct	generated	Следом , видимый Петром Гитлером Владивосток диссертации и длины нефтегазового интернета - оба из климатических в нашей возможности реставрационных	0	True	420	5	19	Следом , видимый Петром Гитлером Владивосток диссертации и длины нефтегазового интернета - оба из климатических в нашей возможности реставрационных обязательств , психологически ограбление противоположной кинокомпании наименее отказалось зоной . <eos>	-13.1818	-12.46	-15.4034	-15.9484	-15.3661	-10.7077	-11.7075	-13.1653	-18.362	-15.3402	-14.5234	-10.5916	-14.1817	-15.0239	-13.3252	-15.9083	-14.3873	-13.4941	-16.3225	-11.9408	-13.3794	-13.1541	-13.059	-10.105	-14.4838	-12.7401	-15.5805	-12.914	-14.0806	-14.4442	-14.2236	-16.4322	-11.1642	-16.1587	-13.9241	-14.0262	-14.4507	-12.3415	-16.1227	-15.2818	-17.5805	-11.0756	-18.6329	-14.5022	-14.0038	-13.2984	-13.4894	-16.2741	-16.3578	-11.5605	-12.2852	-15.6589	-13.6062	-11.6478	-12.5557	-13.3657	-10.283	-12.4493	-19.461	-14.3905	-17.3178	-15.3609	-15.557	-14.2782	-16.9018	-13.0704	-16.5447	-17.8087
L__ADJ_NOUN_ADJ_NOUN	0	9	plur	имени	wrong	generated	Следом , видимый Петром Гитлером Владивосток диссертации и длины нефтегазового интернета - оба из климатических в нашей возможности реставрационных	0	True	21858	5	19	Следом , видимый Петром Гитлером Владивосток диссертации и длины нефтегазового интернета - оба из климатических в нашей возможности реставрационных обязательств , психологически ограбление противоположной кинокомпании наименее отказалось зоной . <eos>	-13.2989	-15.7633	-21.3183	-18.7053	-17.0526	-15.7062	-15.0117	-18.9695	-17.3393	-15.5797	-15.3248	-12.5914	-14.5738	-12.107	-17.0823	-14.4697	-16.0014	-12.7746	-16.451	-14.7986	-16.3539	-15.7693	-15.1811	-15.867	-16.944	-13.142	-18.7539	-15.769	-16.2645	-14.2005	-20.5756	-16.3113	-13.3609	-16.154	-21.1007	-14.5693	-21.6331	-15.9644	-21.5179	-20.1529	-18.0714	-12.5191	-21.2572	-16.3075	-15.3094	-14.5846	-14.282	-19.4211	-18.3609	-12.786	-16.8315	-15.9823	-16.2693	-13.7325	-21.2132	-15.7791	-17.5783	-13.7347	-20.6734	-15.8198	-17.0147	-16.7393	-18.3329	-18.281	-19.7199	-11.8008	-18.8065	-18.6386
L__ADJ_NOUN_NOUN	0	5	sing	категорию	correct	generated	Невозможно описывать значительный слой , нести политическую для телефонного бетона	0	True	596	4	10	Невозможно описывать значительный слой , нести политическую для телефонного бетона защиту индивидуальной истории или грунта , заполнить четыре фантазий от мясных во Таганке медиков . <eos>	-12.8283	-10.8225	-10.7372	-13.5579	-11.0579	-13.956	-13.6416	-15.2388	-11.9962	-9.48907	-9.86809	-12.8641	-11.6373	-12.4201	-12.9951	-12.5404	-12.3736	-14.4393	-13.3824	-11.0594	-8.25992	-11.3991	-12.0773	-12.8556	-12.1826	-11.8636	-10.9361	-14.5568	-11.2731	-11.539	-13.8865	-11.7727	-12.1004	-13.2438	-11.158	-12.0185	-10.1007	-10.632	-7.65452	-8.73641	-9.23935	-11.6315	-8.22541	-9.80874	-6.75634	-9.63713	-8.61644	-6.67616	-7.79561	-9.51326	-9.3806	-9.56908	-10.1339	-10.8644	-6.65084	-8.44271	-8.12569	-8.15959	-9.79403	-9.05935	-12.9564	-11.766	-8.45346	-8.55575	-7.76807	-10.1969	-7.93476	-8.33232
L__ADJ_NOUN_NOUN	0	5	sing	категории	wrong	generated	Невозможно описывать значительный слой , нести политическую для телефонного бетона	0	True	6159	4	10	Невозможно описывать значительный слой , нести политическую для телефонного бетона защиту индивидуальной истории или грунта , заполнить четыре фантазий от мясных во Таганке медиков . <eos>	-9.47989	-8.95756	-14.9316	-10.2804	-10.0895	-11.0676	-9.72287	-13.482	-10.4394	-9.76573	-10.89	-11.843	-12.1052	-13.2019	-11.7675	-10.6875	-12.758	-13.2177	-10.6526	-12.2439	-11.8052	-11.946	-13.1423	-11.6107	-12.3476	-11.0173	-14.2442	-12.5391	-10.1073	-11.5305	-12.0722	-12.5877	-12.3114	-12.0571	-11.1623	-12.6233	-10.8075	-12.1385	-11.7215	-9.95553	-8.98268	-9.36723	-12.164	-9.13349	-10.8972	-10.0916	-8.63967	-9.48803	-8.81623	-10.392	-11.351	-11.5049	-7.71144	-9.55733	-8.65911	-9.48959	-10.5654	-9.2487	-9.03393	-8.49596	-12.433	-11.2234	-10.587	-10.5582	-9.80332	-10.0734	-10.6348	-10.4871
L__ADJ_NOUN_NOUN	25	5	sing	покупки	correct	generated	В ООН такой алюминий застройки - риск конфронтации с шведской для краевого генерала	0	True	823	4	13	В ООН такой алюминий застройки - риск конфронтации с шведской для краевого генерала геометрии смягчения и несоответствие знаменитого ледникового стресса - передается добром , в Индии - пропагандой комиссии , в расчете - взводом . <eos>	-17.5311	-15.8263	-10.5358	-14.1126	-14.4288	-15.5261	-18.3475	-17.6971	-15.205	-14.2105	-12.9019	-13.3532	-14.9637	-14.5187	-15.908	-17.5986	-14.7767	-16.0045	-14.9568	-14.716	-19.4377	-16.2645	-14.0067	-14.4852	-15.0714	-15.9351	-15.6632	-15.7374	-16.0082	-14.3223	-14.7492	-15.0804	-14.9344	-14.6355	-14.436	-15.9052	-14.8475	-13.7621	-14.6157	-17.5453	-13.6976	-14.2737	-15.3665	-13.3157	-16.1554	-14.5594	-12.8395	-12.1402	-13.3086	-12.9668	-15.2773	-12.5729	-16.7277	-13.9542	-15.7333	-17.4013	-16.1192	-13.4934	-16.4227	-15.2312	-13.7605	-15.6444	-11.5921	-13.1693	-14.6618	-14.3884	-14.965	-14.9109
L__ADJ_NOUN_NOUN	25	5	sing	покупок	wrong	generated	В ООН такой алюминий застройки - риск конфронтации с шведской для краевого генерала	0	True	128	4	13	В ООН такой алюминий застройки - риск конфронтации с шведской для краевого генерала геометрии смягчения и несоответствие знаменитого ледникового стресса - передается добром , в Индии - пропагандой комиссии , в расчете - взводом . <eos>	-17.4456	-14.6227	-15.637	-15.8765	-16.1554	-14.6551	-17.8621	-16.752	-17.1254	-16.0917	-16.0218	-13.5121	-17.5976	-17.2146	-15.5012	-17.0838	-15.4522	-16.5043	-18.1547	-16.7817	-17.3795	-16.6519	-12.3147	-16.8275	-15.2067	-17.5565	-17.3061	-18.2963	-18.3816	-14.9375	-17.108	-15.8395	-14.9592	-14.9941	-15.7693	-14.9268	-15.6651	-14.4475	-15.3804	-16.6985	-17.1656	-14.3173	-16.9346	-14.3318	-15.7135	-13.8752	-14.3735	-15.7364	-15.3785	-12.7189	-15.7734	-12.519	-16.746	-14.7996	-13.8771	-19.1014	-18.3107	-12.7189	-16.1692	-15.8324	-15.1792	-15.5745	-12.7513	-14.6453	-16.1409	-14.9013	-15.9303	-16.4159
L__ADJ_ADJ_NOUN	60	8	plur	моменты	correct	generated	"А вот стена некоторых наших личных министров достать за успешной Демократической конфискацией , избранной ими злой , составление помочь рыночные "" выдающиеся """	0	True	1006	4	23	"А вот стена некоторых наших личных министров достать за успешной Демократической конфискацией , избранной ими злой , составление помочь рыночные "" выдающиеся "" глаза предлагает руководство . <eos>"	-10.1861	-11.6485	-12.1863	-10.276	-9.74863	-9.66415	-9.23425	-8.88121	-8.1736	-9.15335	-9.35319	-10.3835	-7.2501	-9.86664	-9.99951	-10.0971	-9.18314	-8.21034	-7.95007	-7.05314	-9.99189	-11.0166	-10.8147	-8.56837	-7.74453	-11.3928	-9.76648	-8.59307	-7.54735	-10.787	-8.66613	-10.3169	-11.6145	-10.0849	-8.30504	-10.0515	-8.92091	-7.76117	-7.77522	-7.89527	-8.14808	-10.5592	-7.10425	-9.84902	-8.13174	-8.12983	-7.03286	-6.13609	-8.58971	-8.0391	-9.16942	-7.44401	-11.3563	-9.62805	-9.55826	-7.54565	-7.07861	-9.1627	-9.63996	-10.162	-9.94251	-7.86041	-7.86322	-8.68672	-7.90097	-8.89882	-7.82823	-7.97397
L__ADJ_ADJ_NOUN	60	8	plur	момент	wrong	generated	"А вот стена некоторых наших личных министров достать за успешной Демократической конфискацией , избранной ими злой , составление помочь рыночные "" выдающиеся """	0	True	20857	4	23	"А вот стена некоторых наших личных министров достать за успешной Демократической конфискацией , избранной ими злой , составление помочь рыночные "" выдающиеся "" глаза предлагает руководство . <eos>"	-11.731	-12.1731	-16.6204	-14.871	-14.3476	-14.0319	-14.7187	-15.6	-14.6979	-12.5312	-13.3918	-14.7554	-12.2944	-13.901	-11.3239	-14.7067	-12.9307	-14.4968	-13.4123	-11.2024	-15.0169	-17.6757	-14.6538	-12.7218	-13.1973	-12.3554	-14.8769	-13.326	-11.0194	-13.9226	-14.3892	-15.4458	-17.7736	-12.9674	-14.4017	-15.6483	-12.674	-14.9508	-12.5859	-14.9888	-12.8427	-16.4766	-14.2619	-14.7661	-13.9868	-14.676	-12.8826	-11.4826	-13.8432	-13.2604	-13.9944	-12.7065	-15.2614	-14.1954	-18.791	-12.6156	-13.8186	-13.18	-16.3987	-10.7593	-13.4259	-13.0399	-11.9257	-14.8552	-13.229	-13.6355	-14.0698	-11.9126
R__VERB_NOUN_CCONJ_VERB	4	2	sing	скрывает	correct	generated	К тому же приговор при оборудовании поблизости садится в тему , которая рекомендует в статью и	0	True	307	4	16	К тому же приговор при оборудовании поблизости садится в тему , которая рекомендует в статью и ощущает карман стола . <eos>	-11.6175	-12.8658	-15.06	-14.7724	-12.3719	-12.5717	-11.09	-12.0661	-13.9129	-11.5187	-10.795	-11.6297	-11.0998	-10.7736	-11.7535	-12.8877	-11.194	-11.6836	-15.051	-12.017	-10.6142	-13.8066	-11.6187	-12.698	-11.1712	-12.4351	-12.4704	-11.2896	-10.4568	-11.624	-11.5566	-12.8586	-10.3099	-11.4181	-10.8173	-10.9984	-13.7245	-12.5903	-10.6912	-11.1106	-15.5839	-11.9152	-12.2841	-12.2761	-13.0777	-11.676	-12.8172	-10.6715	-11.947	-11.6004	-10.5371	-11.3018	-11.6868	-10.9687	-12.3804	-15.7286	-10.0766	-11.5047	-11.7017	-10.367	-12.1512	-10.988	-12.5934	-13.7257	-11.073	-11.9144	-10.7417	-10.4093
R__VERB_NOUN_CCONJ_VERB	4	2	sing	скрывают	wrong	generated	К тому же приговор при оборудовании поблизости садится в тему , которая рекомендует в статью и	0	True	113	4	16	К тому же приговор при оборудовании поблизости садится в тему , которая рекомендует в статью и ощущает карман стола . <eos>	-12.9404	-12.6508	-13.9773	-14.7107	-12.9097	-13.1126	-12.8516	-11.8944	-13.1989	-12.763	-13.1211	-12.3819	-13.7125	-12.6145	-13.4852	-14.6283	-13.7829	-13.1809	-11.687	-12.9257	-14.1529	-12.8692	-11.404	-13.0689	-13.7152	-13.6291	-13.7305	-11.9344	-13.7239	-13.0229	-14.0802	-14.287	-12.3809	-12.7626	-12.253	-12.943	-12.1489	-13.6031	-13.3247	-12.2644	-13.4376	-13.706	-13.5631	-14.3532	-12.6863	-12.8378	-13.4697	-12.7077	-12.6512	-12.2813	-12.8757	-12.5311	-12.294	-11.4231	-15.1063	-13.6278	-12.1194	-13.6537	-14.5159	-12.5671	-13.0736	-12.9578	-14.1353	-14.9341	-13.0935	-13.4606	-12.5054	-13.6318
R__VERB_NOUN_CCONJ_VERB	55	6	plur	характеризуются	correct	generated	Кроме того , мы имеем , что в массовой компенсации чувства необычно не настаивают числами общения , а	0	True	328	5	18	Кроме того , мы имеем , что в массовой компенсации чувства необычно не настаивают числами общения , а добираются ими лишь внизу именно замуж , что яблоко горя всякого рядового снега разработано . <eos>	-13.2266	-11.6036	-12.0872	-10.6909	-11.0213	-11.9194	-11.5217	-12.2782	-12.603	-11.537	-10.7012	-12.255	-11.103	-11.3923	-12.0948	-10.6786	-11.4673	-13.8761	-12.2326	-12.7589	-11.6529	-13.4082	-10.2587	-12.395	-11.4204	-12.6362	-12.02	-11.8883	-13.2003	-12.2292	-13.236	-12.3375	-12.1739	-12.2881	-12.8148	-12.3245	-11.8297	-11.1005	-9.2208	-9.9989	-8.19829	-11.557	-9.24781	-9.97153	-8.49325	-11.2078	-8.39597	-8.63412	-10.1849	-10.0232	-9.37847	-9.86811	-10.541	-12.0889	-11.3346	-11.0663	-9.23512	-10.854	-11.9099	-11.5862	-9.13773	-11.5315	-13.6195	-10.8856	-9.84887	-10.9253	-10.4278	-10.1387
R__VERB_NOUN_CCONJ_VERB	55	6	plur	характеризуется	wrong	generated	Кроме того , мы имеем , что в массовой компенсации чувства необычно не настаивают числами общения , а	0	True	1180	5	18	Кроме того , мы имеем , что в массовой компенсации чувства необычно не настаивают числами общения , а добираются ими лишь внизу именно замуж , что яблоко горя всякого рядового снега разработано . <eos>	-12.0369	-12.434	-13.9308	-12.3758	-12.1329	-11.0611	-10.53	-11.9968	-11.4066	-11.3159	-12.6504	-11.8368	-11.7756	-12.5281	-12.1533	-12.4817	-12.3406	-12.8142	-12.4262	-11.8632	-11.1056	-10.5731	-11.1764	-11.7742	-10.6071	-11.3071	-12.3441	-10.4675	-10.9297	-10.8296	-12.3259	-11.4943	-11.451	-10.8517	-10.8516	-12.1129	-12.5514	-11.7378	-10.2413	-11.8895	-10.808	-10.9903	-12.9921	-11.5166	-13.1981	-12.0706	-11.7838	-11.6927	-11.5932	-10.9276	-11.9513	-11.9794	-10.5212	-12.8691	-10.7793	-11.318	-11.826	-10.3799	-11.5052	-12.9485	-10.6916	-11.3942	-13.7653	-11.8857	-11.2292	-12.2861	-10.8341	-11.1958
